block,name,title,numberMissing,word1,word2,statement1,statement2,question,positive,negative,answer,type,format,immersion
2,haircut,Un corte de pelo diferente,1,bien,None,"Estando en la peluquería decides irte por un corte de pelo completamente diferente. Después, cuando ves a tus amigos, se expresan con asombro. Sus expresiones probablemente signifique que piensan que el nuevo estilo te hace ver bien.",None,¿A tu amigo le gusta tu corte de pelo nuevo?,Sí,No,Positive,Social,Visual,picture
2,audition,Audicionando para una obra,1,preocupa,None,Vas a hacer una audición para una obra de teatro. Sientes el temblor en tu cuerpo. Hay gente cerca de ti y te preocupa,None,¿Te alegra que haya otras personas cerca cuando te sientes tembloroso?,Sí,No,Negative,Physical_AnxSensitive,Visual,picture
2,outfit,Pensamientos sobre tu vestimenta,1,elegante,None,Llegas a una fiesta con un atuendo nuevo. Todos te voltean a ver al entrar. Decides que es porque deben pensar que te ves a la moda.,None,¿A todos en la fiesta les gustó tu nuevo atuendo?,Sí,No,Positive,Social,Visual,picture
2,radio,Manejando con la radio puesta,1,diferentes,conocedor,"Estás en el carro con la suegra y prendes la radio. Mientras discuten cuál estación escuchar, te das cuenta que tu suegra y tú tienen gustos musicales completamente diferentes.�","Después de tener una discusión sobre los pros y los contras de diferentes estilos musicales, te das cuenta de que probablemente a ella no le importe que tus gustos entren en conflicto y simplemente te vea como conocedor.",¿Tu suegra piensa que no sabes nada sobre la música?,No,Sí,Positive,Social,Visual,picture
2,ocean,Un vuelo internacional,1,emocionado,None,"Vas a viajar a otro país. Durante el vuelo, miras por la ventana y te das cuenta que nunca has estado tan arriba del mar. Te sientes emocionado.",None,¿Estar tan alto te emociona?,Sí,No,Positive,Other,Visual,picture
2,sick,La cita con el doctor,1,temporal,None,"Te has sentido un poco mal recientemente, y agendas una cita con la doctora. La cita más próxima es en un par de días. Mientras esperas la cita con la doctora, piensas que tu enfermedad es probablemente temporal.",None,¿Crees que te sentirás mejor pronto?,Sí,No,Positive,Physical_NonAnxSensitive,Visual,picture
2,creative,La clase de escritura creativa,1,entusiasma,None,"Una amiga sugiere que vayas a una clase de noche sobre escritura creativa. Vas en línea y lees sobre la clase. A medida que navegas por el sitio, la idea de que otras personas vean tu escritura te entusiasma.",None,¿Esperas sentirte incómodo si otros miran tu trabajo?,No,Sí,Positive,Social,Visual,picture
2,coworkers,Asistiendo a una cena,1,interesante,None,"Tu pareja te pide ir a una cena con sus colegas de trabajo. No has conocido a estas personas antes y te preguntas qué pensarán de ti. Mientras te alistas para irte, piensas que la gente nueva te encontrará interesante.",None,¿No le agradaras a tus nuevos conocidos?,No,Sí,Positive,Social,Visual,picture
2,apartment,Comprando para una fiesta,1,aceptarlo,None,"Eres co-anfitrión de una cena en el apartamento de tu amigo y acabas de terminar todas las compras. Empiezas a sudar y sientes que tu corazón late con fuerza después de un par de viajes cargando las compras al tercer piso. Te sientes un poco asustado por estas sensaciones. Inseguro de si son buenas o malas, decides simplemente aceptarlo.",None,¿Puedes aceptar el latido rápido de tu corazón como algo ni bueno ni malo?,Sí,No,Positive,Physical_AnxSensitive,Visual,picture
2,degree,Regresando a la escuela,1,mínima,None,"Decides regresar a la escuela por otro título. Aunque has estado ahorrando en los últimos años para esto, te preocupas por no tener ingresos mientras estás de regreso en la escuela. La probabilidad de que quedes en bancarrota mientras estés en la escuela es mínima.",None,¿Te quedarás en la bancarrota una vez que regreses a la escuela?,No,Sí,Positive,Other,Visual,picture
3,movie,Mareos en el cine,1,chistosa,None,Estás viendo una película en el cine. Hay muchas tomas de la cámara que te hacen sentir mareado. La sensación es chistosa.,None,¿Te preocupa cuando te sientes mareado?,No,Sí,Positive,Physical_AnxSensitive,Visual,picture
3,department,Presentación departamental,1,manejables,None,"Necesitas dar una presentación a otro departamento para el trabajo. Mientras piensas en la presentación, sientes mariposas en tu estómago. En la mañana de la presentación, te sientes nervioso y piensas que tus nervios serán manejables.�",None,¿Puedes tolerar tu ansiedad?,Sí,No,Positive,Social,Visual,picture
3,night,Levantarse de noche,1,observarás,None,"Es medianoche y te despiertas abruptamente. Mientras te sientas, te sientes raro, como si tu mente no funcionara bien y comienzas a pensar que podrías estar volviéndote loco. Este pensamiento te asusta y, al recostarte, decides que simplemente lo observarás.",None,¿Necesitas pelear con tus sentimientos raros para calmar tu ansiedad?,No,Sí,Positive,Physical_AnxSensitive,Visual,picture
3,babysitting,Cuidando a un niño,1,bien,None,"Estás cuidando un niño y él está jugando afuera con sus amigos. Miras por la ventana para ver cómo andan, y no están ahí. El niño probablemente está bien.",None,¿El niño está bien?,Sí,No,Positive,Other,Visual,picture
3,interns,Los nuevos pasantes de verano,1,quedarte,None,"Tu jefe ha contratado a algunos pasantes para el verano. Tu jefe te pide que te quedes después del trabajo para darles una breve presentación sobre los objetivos y valores de la empresa, pero te dice que esto es completamente opcional. Te sientes un poco nervioso por dar la presentación y decides quedarte.",None,¿Te quedas para dar la presentación opcional?,Sí,No,Positive,Social,Visual,picture
3,guests,La invitación a una cena,1,amigable,None,"Un amigo te invita a una cena que está organizando. Te dice quiénes son los demás invitados, pero no reconoces a ninguno de los otros nombres. De todos modos vas, y en el camino, piensas que los otros invitados te verán como una persona amigable.",None,¿Le caerás bien a la gente en la fiesta?,Sí,No,Positive,Social,Visual,picture
3,sign,Los amigos impuntuales,1,irte,quedar,"Llegas a una fiesta y notas que tus amigos aún no han llegado. Nadie te habla inicialmente, y después de 30 minutos todavía no hay señal de tus amigos. Mientras terminas de comer algo en la cocina, te sientes consciente de ti mismo y decides irte.","Cuando te diriges a la puerta para salir, te das cuenta de que la gente de la fiesta probablemente también se sienta un poco reservada. Regresas a la cocina y comienzas una conversación con dos personas que no conoces. Son amables y estás feliz de que te decidiste quedar.",¿Estás contento de que decidiste quedarte en la fiesta?,Sí,No,Positive,Social,Visual,picture
3,mole,Un lunar en tu brazo,1,preocupante,None,"Te das cuenta de un lunar en tu brazo que no habías notado antes. Agendas una cita con el doctor para que lo examine. Mientras esperas tu cita, crees que el lunar es preocupante.",None,¿El lunar nuevo es una señal de cáncer?,No,Sí,Negative,Physical_NonAnxSensitive,Visual,picture
3,photo,La foto en las redes sociales,1,avergonzada,web,"Te invitan a una fiesta y decides ponerte un atuendo nuevo que no es tu estilo típico. Al día siguiente, ves que tu fotografía se publicó en un sitio web de redes sociales. El pensamiento de que todos vean tu foto te hace sentir avergonzado.","Al final, te das cuenta de que muchas personas se sienten avergonzadas al ver su propia imagen en público. Es probable que otras personas disfruten ver tu foto en las redes sociales del sitio web.",¿Esperas que otros vean tu foto en el sitio web?,Sí,No,Positive,Social,Visual,picture
3,grandmother,Llamando a tu abuela,1,ocupada,None,"Todos los lunes llamas a tu abuela para saludarla. Hoy es lunes y no contestó el teléfono cuando le llamaste, lo cual es inusual. Tu abuela probablemente no contestó el teléfono porque está ocupada.",None,¿Tu abuela no puede hablar porque está enferma?,No,Sí,Positive,Other,Visual,picture
4,deadline,La tarea en un trabajo nuevo,1,fracaso,progreso,Eres nuevo en un trabajo y tu jefa te pide que hagas una tarea. La terminas antes de la fecha límite y tu jefa inmediatamente te indica que cometiste un error. Tu jefa probablemente piensa que eres un fracaso.,"Al final, te das cuenta de que tu jefa es rápida en darte comentarios porque está invirtiendo en ti y está interesado ??en ver tu progreso.",¿Tu jefa cree que tu trabajo es prometedor?,Sí,No,Positive,Social,Visual,picture
4,boss,La reunión con tu jefa,1,soportable,None,"Hoy tienes una reunión individual con tu jefe intimidante, por lo que estás nervioso. Durante la reunión, pierdes momentáneamente el hilo de tus pensamientos. Después de eso, tu ansiedad es soportable.",None,¿Puedes tolerar tu ansiedad mientras te reúnes con tu jefe?,Sí,No,Positive,Social,Visual,picture
4,throat,Una garganta irritada,1,sediento,None,"Al levantarte en la mañana, te das cuenta que tu garganta está más irritada de lo normal. Piensas sobre por qué puede ser esto. Decides que probablemente es porque tienes sed.",None,¿Beber agua hará que tu garganta esté mejor?,Sí,No,Positive,Physical_NonAnxSensitive,Visual,picture
4,paint,El hormigueo en los dedos,1,chistosa,None,Estás ayudando a un amigo a pintar una casa y llevas mucho tiempo con la mano levantada. Empiezas a sentir el hormigueo en tus dedos. Esta sensación es chistosa.�,None,¿La sensación de hormigueo en tus dedos te pone nervioso?,No,Sí,Positive,Physical_AnxSensitive,Visual,picture
4,economy,Las noticias sobre la economía,1,bien,None,"Recientemente has visto en las noticias que la economía ha sido particularmente mala. Aunque tu jefe normalmente te da buenas críticas, te preguntas si tu trabajo está asegurado. Piensas que probablemente estarás bien.",None,¿Es probable que te vayan a despedir?,No,Sí,Positive,Other,Visual,picture
4,typo,Entregando un ensayo,1,preocupado,None,"Vas a entregar un ensayo. Mientras caminas, miras hacia abajo y te das cuenta de que hay un pequeño error tipográfico en la última página de tu trabajo. Crees que deberías estar preocupado.",None,¿Debes estar preocupado sobre el error tipográfico?,No,Sí,Negative,Other,Visual,picture
4,evaluation,La primera evaluación del trabajo,1,excelente,None,Ha llegado la mañana de tu primera evaluación con tu nueva jefa. Te dice que tiene opiniones fuertes sobre tu trabajo. Piensas que probablemente encuentre tu trabajo excelente.,None,¿Piensas que tu jefe nuevo tiene una opinión no favorable sobre tu trabajo?,No,Sí,Positive,Social,Visual,picture
4,lecture,Espaciándote,1,relajado,None,"Estás en clase escuchando una conferencia. Dejas de prestar atención y te distraes por un minuto o dos. Cuando comienzas a prestar atención nuevamente, estás relajado.",None,¿Te sientes tranquilo después de dejar de prestar atención en la conferencia?,Sí,No,Positive,Physical_AnxSensitive,Visual,picture
4,topic,La clase de noche interesante,1,buena,None,"Consideras tomar una clase nocturna en la que parte de tu calificación se basa en tu participación, aunque no te guste hablar frente a los demás. Debido a que el tema es realmente interesante, decides inscribirte en la clase. Después de inscribirte, te das cuenta de que esta decisión fue buena.",None,¿Estás feliz de inscribirte en la clase interesante de noche?,Sí,No,Positive,Social,Visual,picture
4,colleagues,Escuchando tu nombre,1,culpa,positivo,"En el trabajo, escuchas a algunos colegas hablar sobre otras personas y escuchas que tu nombre fue mencionado. No escuchas todo lo que dicen, pero cuando caminas cerca de tus colegas, de repente miran hacia otro lado con culpa.","Después, te das cuenta de que muchas personas se involucran en chismes de oficina de vez en cuando y que tus colegas probablemente no quisieron hacerte sentir mal. De hecho, es posible que estuvieran diciendo algo positivo.",¿Tus colegas estaban diciendo cosas negativas sobre ti?,No,Sí,Positive,Social,Visual,picture
